id,fecha,usuario,texto,tema,sentimiento,likes,reposts,texto_original
371,2022-10-02,user_73456,jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo,IA y pérdida de autonomía humana,negativo,3155,4876,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo."
383,2022-10-20,user_66521,mueve tan rápido incluso recuerdos parecen caducar cultura efímero borra cualquier intento construir perdure relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta,IA y pérdida de autonomía humana,positivo,8529,3344,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure. La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?
390,2024-06-13,user_94605,vínculos afectivos hoy frágiles nunca inmediatez afecta relaciones humanas presión ser productivo tiempo quemando generación entera vida debe ser rendimiento,IA y pérdida de autonomía humana,negativo,6819,3928,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.
393,2022-08-27,user_464,tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero,Generación Z y crisis de sentido,neutral,6859,3937,"Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
408,2024-03-26,user_38733,tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible cada vez app recomienda ver comprar siento renuncio libertad elección,Cultura de lo efímero y proyectos de vida,negativo,3533,734,"Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
409,2024-04-01,user_45972,generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo vínculos afectivos hoy frágiles nunca inmediatez afecta relaciones humanas,Cultura de lo efímero y proyectos de vida,negativo,3310,2464,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas."
412,2022-02-02,user_24114,relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta proyectos vida largo plazo hoy parece identidad cambia tan rápido tendencias tiktok,Cultura de lo efímero y proyectos de vida,positivo,13515,599,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok.
425,2022-04-28,user_17560,veces siento presión mostrar vida perfecta redes sociales roba oportunidad ser auténticos generación vive expectativas irreales búsqueda constante validación algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento,Generación Z y crisis de sentido,negativo,7705,4440,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación. Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
429,2022-10-09,user_94142,cada vez app recomienda ver comprar siento renuncio libertad elección puede predecir emociones precisión inquietante queda entonces espontaneidad,Generación Z y crisis de sentido,positivo,16389,1010,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?"
432,2022-10-26,user_77187,seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece presión ser productivo tiempo quemando generación entera vida debe ser rendimiento,Cultura de lo efímero y proyectos de vida,positivo,233,2578,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.
435,2023-06-18,user_95863,tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida,Cultura de lo efímero y proyectos de vida,positivo,7394,4878,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
436,2023-10-03,user_92969,tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión,IA y pérdida de autonomía humana,negativo,19293,4812,"No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión."
437,2023-06-11,user_7822,seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece cada vez app recomienda ver comprar siento renuncio libertad elección,IA y pérdida de autonomía humana,negativo,5652,3244,"¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
438,2023-03-31,user_87223,seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante,Cultura de lo efímero y proyectos de vida,positivo,7228,4865,"¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
441,2023-04-29,user_92074,relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta puede predecir emociones precisión inquietante queda entonces espontaneidad,IA y pérdida de autonomía humana,positivo,7454,217,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?
443,2023-05-25,user_79326,tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo,IA y pérdida de autonomía humana,positivo,6223,3806,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo."
445,2024-05-14,user_93700,cada vez app recomienda ver comprar siento renuncio libertad elección tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida,Generación Z y crisis de sentido,negativo,13392,596,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida."
452,2022-10-24,user_5401,tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece,Generación Z y crisis de sentido,negativo,9535,1358,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
453,2024-01-26,user_7387,generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante vínculos afectivos hoy frágiles nunca inmediatez afecta relaciones humanas,IA y pérdida de autonomía humana,neutral,3209,2348,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas."
458,2022-03-07,user_18585,vínculos afectivos hoy frágiles nunca inmediatez afecta relaciones humanas tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida,IA y pérdida de autonomía humana,negativo,4747,720,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
460,2024-03-18,user_8130,seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién,Cultura de lo efímero y proyectos de vida,negativo,2821,2086,"¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos."
474,2022-06-12,user_93137,jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida,Generación Z y crisis de sentido,positivo,33,4066,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida."
483,2023-01-14,user_4495,generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando,Cultura de lo efímero y proyectos de vida,neutral,4441,3019,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
485,2024-06-19,user_40715,ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones veces siento presión mostrar vida perfecta redes sociales roba oportunidad ser auténticos generación vive expectativas irreales búsqueda constante validación,IA y pérdida de autonomía humana,neutral,18760,1497,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones? A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.
486,2023-10-23,user_22909,generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante cada vez app recomienda ver comprar siento renuncio libertad elección,IA y pérdida de autonomía humana,negativo,2547,1368,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
500,2022-10-07,user_66533,cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible,Generación Z y crisis de sentido,neutral,17856,4898,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible."
503,2022-11-19,user_98856,cada vez app recomienda ver comprar siento renuncio libertad elección ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones,Cultura de lo efímero y proyectos de vida,positivo,8808,4444,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?"
516,2022-04-05,user_84973,ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida,Generación Z y crisis de sentido,positivo,14629,2339,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones? No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
520,2022-03-25,user_46902,tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión proyectos vida largo plazo hoy parece identidad cambia tan rápido tendencias tiktok,Generación Z y crisis de sentido,neutral,4028,4796,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok."
528,2023-04-02,user_46422,generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero,Cultura de lo efímero y proyectos de vida,neutral,18531,4856,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
533,2022-02-23,user_52727,presión ser productivo tiempo quemando generación entera vida debe ser rendimiento seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece,Generación Z y crisis de sentido,positivo,13882,314,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
546,2023-11-16,user_84923,algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero,Cultura de lo efímero y proyectos de vida,neutral,19223,1536,"Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
548,2023-09-09,user_51407,generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante mueve tan rápido incluso recuerdos parecen caducar cultura efímero borra cualquier intento construir perdure,Generación Z y crisis de sentido,positivo,18422,3549,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure."
549,2022-10-02,user_45123,relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible,Cultura de lo efímero y proyectos de vida,negativo,5427,26,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
554,2022-08-28,user_38304,tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece,Generación Z y crisis de sentido,positivo,14492,4570,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
556,2022-09-06,user_17981,seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece proyectos vida largo plazo hoy parece identidad cambia tan rápido tendencias tiktok,Cultura de lo efímero y proyectos de vida,neutral,18303,2257,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok.
563,2024-02-15,user_41622,identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante,Generación Z y crisis de sentido,negativo,8016,1166,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
577,2024-03-23,user_63460,cada vez app recomienda ver comprar siento renuncio libertad elección jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos,Generación Z y crisis de sentido,positivo,11154,2638,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
578,2023-07-20,user_13875,mueve tan rápido incluso recuerdos parecen caducar cultura efímero borra cualquier intento construir perdure cada vez app recomienda ver comprar siento renuncio libertad elección,Generación Z y crisis de sentido,negativo,3679,944,"Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
582,2022-12-26,user_77891,mueve tan rápido incluso recuerdos parecen caducar cultura efímero borra cualquier intento construir perdure tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida,Generación Z y crisis de sentido,neutral,11384,2149,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
587,2023-12-27,user_15718,relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos,Cultura de lo efímero y proyectos de vida,neutral,10710,1366,"La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
590,2024-01-18,user_44241,seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones,Generación Z y crisis de sentido,negativo,11295,3223,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?
591,2022-02-03,user_62815,cada vez app recomienda ver comprar siento renuncio libertad elección proyectos vida largo plazo hoy parece identidad cambia tan rápido tendencias tiktok,Cultura de lo efímero y proyectos de vida,positivo,9647,3432,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok."
610,2023-01-31,user_69602,tanta información desafío aprender sino filtrar exceso conocimiento puede ser forma moderna confusión relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta,IA y pérdida de autonomía humana,negativo,6502,3975,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión. La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?"
611,2024-04-27,user_78484,presión ser productivo tiempo quemando generación entera vida debe ser rendimiento jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos,Generación Z y crisis de sentido,negativo,18188,4016,"La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
625,2023-11-07,user_9465,cada vez app recomienda ver comprar siento renuncio libertad elección jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando,IA y pérdida de autonomía humana,positivo,16479,3203,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
634,2022-01-15,user_45770,algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento jóvenes sienten futuro incierto falta oportunidades sino exceso opciones terminan paralizando,Cultura de lo efímero y proyectos de vida,positivo,17659,3121,"Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
637,2023-12-09,user_33351,generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos,Cultura de lo efímero y proyectos de vida,negativo,19006,2563,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
641,2022-06-08,user_25534,jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento,IA y pérdida de autonomía humana,positivo,17962,3306,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento."
649,2023-08-29,user_55771,algoritmos parecen conocer gustos mejor mismo inquietante pensar realmente sigo propias decisiones plataformas moldean comportamiento seguimos siendo sujetos libres algoritmos determinan contenido vemos contenido nunca aparece,Generación Z y crisis de sentido,positivo,3243,3637,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?
653,2023-07-04,user_60767,generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta,Generación Z y crisis de sentido,positivo,2391,452,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?"
659,2023-04-29,user_86946,veces siento presión mostrar vida perfecta redes sociales roba oportunidad ser auténticos generación vive expectativas irreales búsqueda constante validación generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo,Cultura de lo efímero y proyectos de vida,positivo,19621,2541,"A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo."
662,2024-05-04,user_35950,generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante proyectos vida largo plazo hoy parece identidad cambia tan rápido tendencias tiktok,Generación Z y crisis de sentido,neutral,9287,3537,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok."
665,2024-02-11,user_56609,tan acostumbrados recompensa instantánea cualquier proyecto requiera paciencia parece imposible generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo,Cultura de lo efímero y proyectos de vida,positivo,15545,2526,"Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo."
671,2024-01-13,user_31119,relación inteligencia artificial autonomía volviendo difusa punto delegamos decisiones importantes darnos cuenta generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo,Generación Z y crisis de sentido,neutral,17072,2534,"La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo."
674,2022-12-22,user_6930,tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida presión ser productivo tiempo quemando generación entera vida debe ser rendimiento,Generación Z y crisis de sentido,neutral,15945,4235,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.
681,2023-06-13,user_58182,vínculos afectivos hoy frágiles nunca inmediatez afecta relaciones humanas generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo,IA y pérdida de autonomía humana,negativo,13452,3589,"Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo."
682,2023-11-24,user_61800,jóvenes sensación vacío difícil explicar vivimos mundo hiperconectado paradójicamente cada día sentimos solos proyectos vida largo plazo hoy parece identidad cambia tan rápido tendencias tiktok,Cultura de lo efímero y proyectos de vida,positivo,4925,3228,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok."
694,2023-11-03,user_4704,cultura actual parece obsesionada nuevo inmediato dejando espacio reflexión compromiso duradero generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo,Cultura de lo efímero y proyectos de vida,positivo,15508,1256,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo."
695,2023-08-30,user_40094,generación heredado mundo acelerado caótico saturado buscar medio ruido acto filosófico profundo tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida,IA y pérdida de autonomía humana,negativo,2144,298,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida."
696,2023-04-03,user_78143,tecnología liberando esfuerzo convirtiendo espectadores pasivos propia vida generación enfrenta dilema existencial querer cambiar mundo atrapada dinámicas inmediatez consumo constante,Generación Z y crisis de sentido,negativo,588,2674,"No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida. La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
698,2022-01-11,user_7928,ruido constante redes sociales hace difícil encontrar silencio interior cómo pensar profundamente medio tantas distracciones identidad línea construye desmonta proyecto temporal parece sólido siquiera idea quién,IA y pérdida de autonomía humana,negativo,14326,4991,"El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones? La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos."
