id,fecha,usuario,texto,tema,sentimiento,likes,reposts,tipo,texto_original
66,2025-11-22,José Mario,entrando época inquietante podredumbre mental exageración metáfora fácil efecto acumulado dejar algoritmos resúmenes decidan vivir entorno entrega respuestas exigirnos pensar hoy ciencia demuestra reemplaza esfuerzo comprender cerebro reduce actividad memoria debilita atención fragmenta volverse humo preocupante olvidamos sino dejamos construir dejamos buscar comparar leer dudar sociedad tolera complejidad prefiere inmediato digerido simple sociedad expuesta manipulación autoritarismo mentira bien empaquetada salida pasa satanizar tecnología sino recuperar aquello hace humanos esfuerzo pensar pedir respuestas disciplina leer texto largo capacidad sostener duda atención anestesia resistir deterioro acto personal educativo profundamente político tiempo diseñado pensemos pensar hondura acto defensa propia libertad dignidad batalla silenciosa decisiva empieza cada,IA y perdida de autonomia humana ,negativo,1500,723,Tweet 3,"Estamos entrando a una época inquietante: la podredumbre mental. No es exageración ni metáfora fácil. Es el efecto acumulado de dejar que algoritmos y resúmenes decidan por nosotros, de vivir en un entorno que nos entrega respuestas sin exigirnos pensar. Hoy la ciencia lo demuestra: cuando la IA reemplaza el esfuerzo de comprender, el cerebro reduce su actividad, la memoria se debilita y la atención se fragmenta hasta volverse humo. Lo más preocupante no es lo que olvidamos, sino lo que dejamos de construir: dejamos de buscar, de comparar, de leer, de dudar. Y una sociedad que ya no tolera la complejidad —que prefiere lo inmediato, lo digerido, lo simple— es una sociedad expuesta a la manipulación, al autoritarismo y a la mentira bien empaquetada. La salida no pasa por satanizar la tecnología, sino por recuperar aquello que nos hace humanos: el esfuerzo de pensar antes de pedir respuestas, la disciplina de leer un texto largo, la capacidad de sostener la duda y la atención sin anestesia. Resistir este deterioro es un acto personal, educativo y profundamente político. En un tiempo donde todo está diseñado para que no pensemos, pensar con hondura es un acto de defensa propia, de libertad y de dignidad. Esa batalla —silenciosa pero decisiva— empieza en cada uno de nosotros."
67,2025-11-22,Manuel Ulloa Cortés,interesante reflexión solo agregaría inteligente artificial posee consciencia propia solo caja negra detrás algoritmos existen programadores humano repletos sesgos énfasis pagan,IA y perdida de autonomia humana ,neutral,7,3,Respuesta tweet 3,"Interesante reflexión, solo agregaría que la IA, no es inteligente, ni artificial. Hasta donde sé, no posee consciencia propia, solo una caja negra. Detrás de estos algoritmos, existen programadores, que como todo lo humano, repletos de sesgos y énfasis de quienes los pagan."
68,2025-11-22,LIBÉLULA ,larga élites dicen mueven hilos servirá gente pendeja,IA y perdida de autonomia humana ,negativo,5,0,Respuesta tweet 3,"A la larga, a las ""élites"", los que dicen que mueven los hilos, les servirá gente pendeja?.."
69,2025-11-22,Rafael Campuzano Ro.,acuerdo totalmente creo pasa olvidado desarrollo inteligencia emocional comprensión empatía generosidad compasión entendimiento humanidad,IA y perdida de autonomia humana ,neutral,1,1,Respuesta tweet 3,"De acuerdo totalmente, pero creo que mucho de lo que pasa es que se nos ha olvidado el desarrollo de la inteligencia emocional, más comprensión, más empatía, más generosidad, más compasión y más entendimiento de lo que somos con humanidad."
70,2025-11-22,Victoria franco,disminuirá llama adaptación usar cerebro hace atrofie,IA y perdida de autonomia humana ,negativo,1,1,Respuesta tweet 3,"Disminuirá el CI, se llama adaptación, no usar el cerebro hace que se atrofie."
71,2025-11-22,Leo Bk,creo cómo vida nuevas tecnologías beneficiarán posean criterio reto difícil tal vez entrenar juicio discernimiento jóvenes caer justamente podredumbre mental atajo aún pronto conclusiones,IA y perdida de autonomia humana ,positivo,2,0,Respuesta tweet 3,"Creo cómo en la vida, estás ""nuevas tecnologías"" beneficiarán a quienes posean ""criterio"" El reto más difícil, tal vez sea entrenar el juicio y el discernimiento de los más jóvenes para no caer justamente en la ""podredumbre mental"" del atajo. Aún es pronto para conclusiones."
72,2025-11-22,MAQUINEROS,llorón emocional triunfo metafísica dialéctica gente discutir estupideces,IA y perdida de autonomia humana ,positivo,2,0,Respuesta tweet 3,OTRO LLORÓN EMOCIONAL. LA IA ES EL TRIUNFO DE LA METAFÍSICA SOBRE LA DIALÉCTICA. LA GENTE YA NO VA A DISCUTIR CON ESTUPIDECES.
73,2025-11-22,Miles Teg,podredumbre mental empieza llamar simples aplicaciones llms haces jose mario patético leer andanada frases moralinas primer acto soberanía empresas tecnológicas forzarlas llamar cosas nombre,IA y perdida de autonomia humana ,negativo,1,0,Respuesta tweet 3,"La podredumbre mental empieza con quien llamar IA a simples aplicaciones LLMs, como tú lo haces Jose Mario Es patético, leer tu andanada de frases moralinas, cuando el primer acto de Soberanía sobre las empresas tecnológicas, es forzarlas a llamar las cosas por su nombre"
74,2025-11-22,Maria Elena Salomón,suena duro podredumbre mental coincido plenamente efecto pereza mental puede ocasionar humanidad,IA y perdida de autonomia humana ,neutral,1,0,Respuesta tweet 3,"Suena muy duro lo de ""podredumbre mental"". Pero coincido plenamente en los efecto que esa pereza mental puede ocasionar en la humanidad"
75,2025-11-22,Conlacomidanosejuega,vivimos época deshumanizada cartón piedra marca personal vez personas pantalla vez palabra influencer vez ciencia claro fondo inversión vez democracia rentabilidad vez biosfera futuro com sanz_ismael,IA y perdida de autonomia humana ,negativo,0,0,Respuesta tweet 3,"Vivimos una época deshumanizada de cartón piedra, de marca personal en vez de personas, de pantalla en vez de palabra, de influencer en vez de ciencia y, claro, de fondo de inversión en vez de democracia y rentabilidad en vez biosfera. ¿Futuro? x.com/sanz_ismael/st…"
76,2025-11-22,Arual,curioso escribiste chatgpt,IA y perdida de autonomia humana ,neutral,0,0,Respuesta tweet 3,Curioso que lo escribiste con ChatGPT
77,2025-11-22,Lotus.Psicoanalisis,paradójico redes sociales alimentamos usuarios finales patrones conducta procesos búsqueda percibiendo tecno feudalismo real pasa hace pensar vida diferente permitimos devore,IA y perdida de autonomia humana ,negativo,0,0,Respuesta tweet 3,"Lo paradójico es que la IA y las redes sociales las alimentamos los usuarios finales con nuestros patrones de conducta y procesos de búsqueda. Estamos percibiendo que el tecno feudalismo es real, nos pasa, nos hace pensar la vida diferente cuando permitimos que nos devore."
78,2025-11-22,AUSTROHÚNGARO,llevamos años mentalmente podridos peor solución,IA y perdida de autonomia humana ,negativo,0,0,Respuesta tweet 3,Llevamos años mentalmente podridos. Y lo peor de todo es que no hay solución.
79,2025-11-22,verónica ansaldo,veo cargando mano demasiado algoritmos gran responsabilidad inicio declive moral viene dictaduras chile notorio alma país cambió brutalidad avasalladora dictadura seguidores,IA y perdida de autonomia humana ,negativo,0,0,Respuesta tweet 3,"Veo que le están cargando la mano demasiado a los algoritmos, que sí tienen gran responsabilidad. El inicio del declive moral viene desde las dictaduras, en Chile es muy notorio como el alma del país cambió con la brutalidad avasalladora de la dictadura y sus seguidores."
80,2025-11-22,Marina Filoc,cultural biologico ahorrar energía pueda tiende organismo cuanto menos pueda hacer mejor saldremos necesitemos esforzarnos mantenernos vivos vez dificultad agarra volvernos amebas,IA y perdida de autonomia humana ,negativo,0,0,Respuesta tweet 3,"No es cultural, el biologico. Hay que ahorrar energía lo más que se pueda, a eso tiende el organismo. Cuanto menos pueda hacer, mejor. Saldremos de esto cuando necesitemos esforzarnos por mantenernos vivos otra vez, si es que la dificultad nos agarra antes de volvernos amebas."
81,2025-11-22,Pablo Vargas,demasiado catastrofista gente utilize adecuadamente aumentando capacidades personas utilicen erroneamente cualquier tecnología impacto mayor nuevo bajo sol,IA y perdida de autonomia humana ,negativo,0,0,Respuesta tweet 3,"Demasiado catastrofista, habrá gente que la utilize adecuadamente aumentando sus capacidades y otras personas que la utilicen erroneamente. Como cualquier otra tecnología pero con un impacto mayor, nada nuevo bajo el sol."
82,2025-11-22,Demócrito D'lacalle,podredumbre mental última unirse podredumbres aquejan humanidad ética religiosa económica política raya cebra,IA y perdida de autonomia humana ,positivo,0,0,Respuesta tweet 3,"La podredumbre mental es la última en unirse a las otras podredumbres que aquejan a la humanidad: ética, religiosa, económica, política. Una raya más para la cebra."
83,2025-11-22,nks416,así redes causa podredumbre mental delegamos cualquier solución esperamos pensamos porqué piensa señores piensen,IA y perdida de autonomia humana ,negativo,0,0,Respuesta tweet 3,"Y si no fuera así? Ni la AI ni las redes? Y si fuera el Estado la causa de la podredumbre mental? Lo delegamos todo al estado, cualquier solución la esperamos del estado. No pensamos porqué el estado piensa por nosotros. Señores, piensen, no es la AI, es el Estado!"
84,2025-11-22,Sam Nasac,existe existir inteligencia artificial existiría necesariamente inteligencia natural tampoco existe así pues existe primera puede existir segunda falso hablar ilusionante descartes afirmar cogito ergo sum,IA y perdida de autonomia humana ,negativo,0,0,Respuesta tweet 3,".La IA no existe, de existir la inteligencia artificial, existiría necesariamente la inteligencia natural y esa tampoco existe. Así, pues, si no existe la primera,no puede existir la segunda. Es falso hablar de IA como ilusionante fue para Descartes afirmar ""Cogito ergo sum""."
85,2025-11-22,juan gutierrez,libros comunistas estan haciendo efecto ahora jamas regresara prianato gobierno,IA y perdida de autonomia humana ,negativo,0,0,Respuesta tweet 3,Los libros comunistas estan haciendo efecto ahora jamas regresara el prianato al gobierno
86,2025-06-07,Julio Rodríguez,primera generación estadounidenses atravesó pubertad smartphones internet manos volvió ansiosa depresiva autolesiva suicida estragos pasar infancia basada juego infancia basada teléfono,Generazion Z,negativo,5000,1200,Tweet 4,"La primera generación de estadounidenses que atravesó la pubertad con smartphones (y todo internet) en sus manos, se volvió más ansiosa depresiva, autolesiva y suicida. Son los estragos de pasar de la infancia basada en el juego a la infancia basada en el teléfono"
87,2025-06-07,RedStar_Victoria,tal vez situación económica precarizada 2019 nah nintendos,Generazion Z,negativo,3,300,Respuesta tweet 4,"Y no será tal vez la situación económica más precarizada desde el 2019? Nah, son los nintendos"
88,2025-06-07,Eudaimonia.jd,correlación implica causalidad ojo,Generazion Z,negativo,22,0,Respuesta tweet 4,Correlación no implica causalidad.. ojo con eso
89,2025-06-07,Javier Krick,dudo afecte solo pasaron infancia smartphones adultos hiperconectividad dejó solos nunca bastante evidencia felicidad depresión correlacionan pocos vinculos significativos respectivamente,Generazion Z,negativo,66,5,Respuesta tweet 4,Dudo que afecte solo a los que pasaron la infancia con smartphones. También a los adultos. La hiperconectividad nos dejó a todos más solos que nunca y hay bastante evidencia de que la felicidad/depresión correlacionan con muchos/pocos vinculos significativos (respectivamente).
90,2025-06-07,Dianthus caryophyllus,solo teléfono sistema capitalista cada vez extremo polarizado posibilidades vivir vida digna proyecto vital estable cada vez limitadas,Generazion Z,negativo,33,2,Respuesta tweet 4,"No es solo el teléfono, es un sistema capitalista cada vez más extremo y polarizado donde las posibilidades de vivir una vida digna con un proyecto vital estable son cada vez más limitadas."
91,2025-06-07,Abel,homo videns sartori fábrica cretinos digitales creo acumulando bastante evidencia peligros tecnología niños adolescentes caso creo cuesta prevenir mas lamenta,Generazion Z,negativo,14,5,Respuesta tweet 4,"Desde el “Homo Videns” de Sartori hasta “La fábrica de cretinos digitales”,creo que se está acumulando bastante evidencia de los peligros de la tecnología en los niños y adolescentes.En todo caso creo que poco cuesta prevenir mas que lamenta"
92,2025-06-07,Hubertus Peregrinus,abandono educación hacia hijos jóvenes padres aspecto esencial desarrollo conductas trastornos familia debe ser refugio adolescente aunque cada día disgregación misma,Generazion Z,positivo,11,2,Respuesta tweet 4,"El abandono de la educación (en todos los sentidos) hacia los hijos por los jóvenes padres es un aspecto esencial para el desarrollo de estas conductas y trastornos. La familia debe ser el refugio de todo adolescente, aunque cada día se ve más disgregación en la misma."
93,2025-06-07,Tails,supongo hecho pregunta podría ser caso correlación existan mecanismos causales crisis económica imposibilidad tener vida padres poder emanciparnos sobrediagnostico expliquen mejor,Generazion Z,negativo,11,1,Respuesta tweet 4,"Supongo que ya te habrán hecho la pregunta, pero no podría ser otro caso de correlación? y existan otros mecanismos causales como la crisis económica, imposibilidad de tener una vida como la de nuestros padres, no poder emanciparnos, sobrediagnostico... que lo expliquen mejor"
94,2025-06-07,The Gypsy,usted claro ejemplo phd dan cualquiera pague estudios sabe básico causa correlación apañados meternos analizar cuántos casos salud mental registraban reportaban pasado,Generazion Z,negativo,9,1,Respuesta tweet 4,Usted es el claro ejemplo de que los PhD se los dan a cualquiera que pague. Si con todos sus estudios no sabe lo más básico como causa y correlación estamos apañados. Por no meternos ya en analizar cuántos casos de salud mental se registraban o se reportaban en el pasado
95,2025-06-07,Rufino Centeno ,caso tdah realmente aumentado diagnosticando parece allí ventana múltiples posibilidades,Generazion Z,neutral,10,0,Respuesta tweet 4,En el caso de TDAH realmente habrá aumentado o se está diagnosticando más que antes. Me parece que allí hay una ventana de múltiples posibilidades
96,2025-06-07,Kevin Carter,siento julio voy parar hacer referencia lucha tener todavía experimentación respecto podíamos intuir decían aplaudidos simple razón sector digital trabaja mucha gente vivo escribir demás quieren escuchar leer puedo decir gran mayoría sector digital pura basura intelectual,Generazion Z,negativo,9,0,Respuesta tweet 4,"Lo siento, Julio, no voy a parar de hacer referencia a la lucha que tuvimos muchos sin tener todavía experimentación al respecto, pero sobre lo que ya podíamos intuir, y lo que decían quienes fueron aplaudidos por la simple razón de que en el sector digital trabaja mucha gente. Yo, como no vivo de escribir lo que los demás quieren escuchar o leer, puedo decir que la gran mayoría del sector digital es PURA BASURA INTELECTUAL."
97,2025-06-07,Chelvana,creo precariedad competitividad excesiva violencia socio económica educativa laboral ver estereotipos nulo acceso vivienda digna conciliación nula conciencia social política,Generazion Z,negativo,4,2,Respuesta tweet 4,"Yo creo que la precariedad, la competitividad excesiva, la violencia socio-económica, educativa y laboral tiene mucho más que ver, también los estereotipos y el nulo acceso a una vivienda digna, la conciliación … la nula conciencia social y política"
98,2025-06-07,Mila Gnzls,generación autoritaria viven seguridad mundo real deben pensar lógica algoritmo tres keywords segmentados,Generazion Z,positivo,6,1,Respuesta tweet 4,"También es una generación más autoritaria, viven con la seguridad de que todos en el mundo real deben pensar con la lógica de su algoritmo de tres keywords con las que los tienen segmentados"
99,2025-06-07,Luiselio,ataques tiburón helado come verano quiere decir helados cebo tiburones pensad poquito tuitear,Generazion Z,negativo,7,0,Respuesta tweet 4,"también hay más ataques de tiburón cuando más helado se come, que es en verano, y eso no quiere decir que los helados sean cebo para tiburones. Pensad un poquito antes de tuitear."
100,2025-06-07,Cosmocrator,bueno aquí estudio puede sesgo base criterios diagnósticos publicación dsm 2013 puede explicar gran medida gráficos receten psicofármacos puede deberse,Generazion Z,neutral,7,0,Respuesta tweet 4,"Bueno... aquí el estudio puede que tenga un sesgo de base. Los criterios diagnósticos, sobre todo con la publicación del DSM-V en 2013, puede explicar en gran medida esos gráficos. Que se receten más psicofármacos puede deberse a esto."
101,2025-06-07,Matilde B Lipp,tema serio mucha atención hijos adolescentes debemos enseñarle vivir encontrar satisfactores vida allá redes,Generazion Z,positivo,4,0,Respuesta tweet 4,"Tema serio , mucha atención a nuestros hijos adolescentes. Debemos enseñarle a vivir y a encontrar satisfactores de vida más allá de las redes ."
102,2025-06-07,Raul,lástima correlación implica causalidad falacia correlación,Generazion Z,negativo,4,0,Respuesta tweet 4,Lástima que correlación no implica causalidad. Falacia de correlación
103,2025-06-07,M.M.M,pronto podrá mirar lado pesar presiones industria intereses varios desmedida exposición radiación ionizante peligrosa efectos cerebros formar evidencia científica sobra,Generazion Z,negativo,0,0,Respuesta tweet 4,"Pronto no se podrá mirar para otro lado, a pesar de las presiones de la Industria e intereses varios. La desmedida exposición a radiación no ionizante es muy peligrosa y tiene estos efectos (y muchos más), sobre todo en cerebros sin formar. Hay evidencia científica de sobra."
104,2025-06-07,Antonio Jesús Molina,cuáles variables mediadoras modeladoras estudio plantear argumento causa efecto arriesgado,Generazion Z,neutral,3,0,Respuesta tweet 4,"Cuáles son las variables mediadoras y modeladoras en el estudio? Plantear ese argumento como Causa-Efecto es, como poco, arriesgado"
105,2025-06-07,El Mago del Traje Negro,apagón personas cincuenta cinco abajo decían mismo echado menos móvil hacia abajo hecho adictos supongo,Generazion Z,negativo,1,1,Respuesta tweet 4,"Cuando hubo el apagón las personas de cincuenta y cinco para abajo decían lo mismo, que lo que más habían echado de menos era el móvil. De 55 hacia abajo los han hecho adictos, supongo."
106,2025-06-07,Daniel Valle Basto,importante docente universitario puede compartir enlace fuente referencia investigación gracias,Generazion Z,positivo,1,0,Respuesta tweet 4,IMPORTANTE... soy docente universitario. ¿Puede compartir el enlace de la fuente referencia de esta investigación? GRACIAS
107,2025-06-07,Fco. Javier Ruiz,padres deben implicarse creo quedado solos supervisión,Generazion Z,negativo,2,0,Respuesta tweet 4,"Los padres deben implicarse más, creo que eso por qué se han quedado solos, sin supervisión"
108,2025-06-07,profe,creo recordar 2008 crack financiero quizá digo solo quizá phd motivos,Generazion Z,negativo,2,0,Respuesta tweet 4,"Creo recordar q en 2008 hubo un crack financiero. Quizá (digo solo quizá pq yo no soy ""PhD""), tb sea uno de los motivos."
109,2025-06-07,JustMe,bien consecuencia tener generación entra monopoly lleva horas juego billetes 100,Generazion Z,positivo,2,0,Respuesta tweet 4,Más bien es la consecuencia de tener a una generación que entra cuando el monopoly ya lleva 3 horas de juego con 5 billetes de 100.
110,2025-06-07,Carlos del Valle,enorme desigualdad injusticia nunca sido tan clara nah smartphones,Generazion Z,negativo,0,0,Respuesta tweet 4,"¿Será la enorme desigualdad y que la injusticia nunca había sido tan clara? Nah, son los smartphones…"
111,2025-06-07,Érase una vez aquello,dicen experiencia conocer traumática realiza transición cero absoluto realidad veces dura sistema educativo obliga convivir diversas semi verdades veces redes único medio contrastar,Generazion Z,neutral,0,0,Respuesta tweet 4,"Dicen que la experiencia de conocer es en sí traumática cuando se realiza sin transición entre el cero absoluto y la realidad, que a veces es dura. Pero el sistema educativo ya nos obliga a convivir con diversas semi-verdades, y a veces las redes son el único medio de contrastar."
112,2025-06-07,TheLastUbermensch,ahora prendió gallinero gracias info sigo hace estudiando maestría pedagogía educacion media superior quiero enfocar tesis temas agradezco información compartes libros sugieres voy leer,Generazion Z,positivo,0,0,Respuesta tweet 4,"Ahora sí se te prendió el gallinero XD Gracias por la info, te sigo de hace poco. Estoy estudiando mi maestría en pedagogía en educacion media superior y quiero enfocar mi tesis en estos temas. Agradezco la información que compartes y los libros que sugieres, los voy a leer."
113,2025-06-07,Ruby Belmont,sociópatas descarriados ganas asumir cerca nunca colapso economía capital bueno solo puede acabar cambio forma malo suicidando llevando,Generazion Z,negativo,0,0,Respuesta tweet 4,Todo porque sois unos sociópatas descarriados con 0 ganas de asumir que estamos más cerca que nunca del colapso de la economía del capital Lo bueno? Que esto solo puede acabar con un cambio de una forma u otra Lo malo? que os estáis suicidando y nos estáis llevando con vosotros
114,2025-06-07,Peperlander,condicionado modo desahogos lúdicos deportivos incluso artísticos musicales etc limitado manipulado adaptado general listo enrolarte ahí surge proceso drástico introduciendo dispositivos control,Generazion Z,negativo,0,0,Respuesta tweet 4,"Estabas condicionado de un modo u otro, con algunos desahogos 'lúdicos', deportivos, incluso artísticos, musicales, etc. Pero limitado, manipulado y adaptado, en general; listo para enrolarte. De ahí, surge un proceso más drástico introduciendo 'dispositivos' y un control más..."
115,2025-06-07,Luis,condiciones materiales crean ser puede celulares factor causa últimos años sociedad ido declive constante acercándose fascismo,Generazion Z,negativo,0,0,Respuesta tweet 4,Las condiciones materiales crean al ser. Puede que los celulares sean un factor pero no es la causa. Los últimos 20 años la sociedad ha ido en declive constante y acercándose más y más al fascismo
116,2025-06-07,Laura Bujalance,favor cita fuente entiendo versión castellano obra haidt mimada mente americana enlace comentarios cuestionando trabajo serio presentarlo tal,Generazion Z,negativo,0,0,Respuesta tweet 4,"Por favor, cita la fuente. Entiendo que estás con la versión en castellano de la obra de Haidt. Si es ""La mimada mente americana"" da el enlace. Los comentarios están cuestionando un trabajo que es serio por no presentarlo como tal"
117,2025-06-07,Juan Góngora,consecuencias industria psicológica psiquiátrica cada vez presente vida jóvenes debería,Generazion Z,negativo,0,0,Respuesta tweet 4,"No, son las consecuencias de la industria psicológica y psiquiátrica, cada vez más presente en la vida de los jóvenes cuando no debería."
118,2025-06-07,désenchantée,sube dos motivos gente consciente vulnerabilidades perder miedo pedir ayuda aumento problemas interesante quitar primer efecto,Generazion Z,neutral,0,0,Respuesta tweet 4,Sube por dos motivos: la gente es más consciente de sus vulnerabilidades (perder el miedo a pedir ayuda) y el aumento en sí de los problemas. Sería muy interesante quitar el primer efecto.
119,2025-06-07,Romanos ,diagnostico acelerado primera generación puede ver vivo directo mal mundo miseria injusticia generaciones pasadas podías vivir burbuja felicidad generalmente clase media prácticamente muerte,Generazion Z,negativo,0,0,Respuesta tweet 4,"Diagnostico acelerado... es la primera generación que puede ver en vivo y en directo lo mal que está el mundo, la miseria y la injusticia. Las generaciones pasadas podías vivir en su burbuja de felicidad, generalmente la clase media, prácticamente hasta la muerte."
120,2025-06-07,Xuan,pensemos relación relación uso descubren ocurre bien leen información hablan gente después van médico diagnostican allí antidepresivos cosas así dan caranelos,Generazion Z,negativo,0,0,Respuesta tweet 4,"Pensemos que haya una relación, y si la relación no es el uso en si, si no que descubren que lo que les ocurre no es estar bien, leen información, hablan con gente y después de eso van al médico y les diagnostican. También allí los antidepresivos y cosas así se dan como caranelos"
121,2025-06-07,Aider,vaya condición reporta condición extienden estandarizan análisis diagnósticos sorpresa verdad,Generazion Z,negativo,0,0,Respuesta tweet 4,Oh vaya una condición se reporta más una condición cuando se extienden y estandarizan los análisis y diagnósticos que sorpresa verdad
122,2025-06-07,Capelo,alimentación estilo vida universitarios quizás ver drogas apoyo usan presión social académica económica tasas,Generazion Z,negativo,0,0,Respuesta tweet 4,"alimentación y estilo de vida? Que sean universitarios quizás tb tenga algo que ver con las ""drogas"" de apoyo que se usan o la presión social/académica/económica por las tasas..."
123,2025-06-07,CaroMan,brutos pensamiento propio incultos apenas saben hacer suma resta entienden leen llegan leer boludez videos idiotas cuantos likes generación idiota,Generazion Z,negativo,0,0,Respuesta tweet 4,"Son brutos, no tienen pensamiento propio, incultos y apenas si saben hacer una suma y resta. No entienden lo q leen, eso sí llegan a leer algo. Están en la boludez de videos idiotas y cuantos likes tienen....generación idiota"
124,2025-06-07,Juan Pablo Noriega,solo mundo frenético vive ahora,Generazion Z,neutral,0,0,Respuesta tweet 4,Es solo eso? O también será el mundo frenético en el que se vive ahora?
125,2025-06-07,AMSan,pantallas adormecimiento conciencia clase bombardeo dopamina rrss vacías alimentar tardo capitalismo acabará devorándonos,Generazion Z,negativo,0,0,Respuesta tweet 4,"Las pantallas o el adormecimiento de la conciencia de clase por el bombardeo de dopamina, RRSS vacías y el alimentar a un tardo capitalismo que acabará devorándonos a todos?"
